profile_id,user_id,bio,height_cm,photo_count,profile_completeness_pct
618,618,Family-oriented and career-focused.,187,5,80
619,619,Family-oriented and career-focused.,169,2,100
620,620,Family-oriented and career-focused.,182,1,50
621,621,Looking for a sincere life partner.,175,3,50
622,622,Looking for a sincere life partner.,177,1,80
623,623,Looking for a sincere life partner.,182,5,65
624,624,,181,4,80
625,625,,176,0,65
626,626,,186,3,80
627,627,Family-oriented and career-focused.,153,2,50
628,628,Looking for a sincere life partner.,160,0,65
629,629,Alhamdulillah for everything. Seeking a kind-hearted partner.,163,5,65
630,630,Simple person with strong values.,177,2,100
631,631,,178,4,90
632,632,,174,3,80
633,633,Simple person with strong values.,169,1,90
634,634,Alhamdulillah for everything. Seeking a kind-hearted partner.,187,6,50
635,635,Alhamdulillah for everything. Seeking a kind-hearted partner.,172,1,35
636,636,Simple person with strong values.,174,5,90
637,637,Looking for a sincere life partner.,183,2,90
638,638,"Love reading, travel and good food.",181,6,80
639,639,Alhamdulillah for everything. Seeking a kind-hearted partner.,161,3,80
640,640,"Love reading, travel and good food.",176,1,80
641,641,Family-oriented and career-focused.,177,1,35
642,642,Family-oriented and career-focused.,172,0,90
643,643,Simple person with strong values.,164,4,80
644,644,"Love reading, travel and good food.",156,5,50
645,645,Alhamdulillah for everything. Seeking a kind-hearted partner.,166,1,90
646,646,Family-oriented and career-focused.,180,6,100
647,647,Simple person with strong values.,165,5,80
648,648,"Love reading, travel and good food.",166,3,35
649,649,"Love reading, travel and good food.",170,1,65
650,650,Family-oriented and career-focused.,170,1,80
651,651,Simple person with strong values.,186,2,50
652,652,Family-oriented and career-focused.,168,3,100
653,653,Simple person with strong values.,174,2,80
654,654,Simple person with strong values.,166,2,65
655,655,Alhamdulillah for everything. Seeking a kind-hearted partner.,167,5,90
656,656,Simple person with strong values.,168,4,65
657,657,,178,5,65
658,658,Simple person with strong values.,161,3,65
659,659,"Love reading, travel and good food.",175,3,35
660,660,Alhamdulillah for everything. Seeking a kind-hearted partner.,188,6,80
661,661,Looking for a sincere life partner.,166,2,50
662,662,,185,4,90
663,663,Looking for a sincere life partner.,183,2,65
664,664,,168,2,80
665,665,Looking for a sincere life partner.,163,0,65
666,666,"Love reading, travel and good food.",150,4,100
667,667,Looking for a sincere life partner.,156,5,80
668,668,,170,2,90
669,669,Alhamdulillah for everything. Seeking a kind-hearted partner.,171,4,50
670,670,Family-oriented and career-focused.,177,1,65
671,671,"Love reading, travel and good food.",174,6,50
672,672,Looking for a sincere life partner.,165,4,50
673,673,Alhamdulillah for everything. Seeking a kind-hearted partner.,168,6,65
674,674,"Love reading, travel and good food.",175,4,80
675,675,"Love reading, travel and good food.",165,5,35
676,676,Alhamdulillah for everything. Seeking a kind-hearted partner.,175,4,65
677,677,Alhamdulillah for everything. Seeking a kind-hearted partner.,176,6,65
678,678,Alhamdulillah for everything. Seeking a kind-hearted partner.,176,1,50
679,679,Looking for a sincere life partner.,168,1,50
680,680,Alhamdulillah for everything. Seeking a kind-hearted partner.,181,3,50
681,681,Alhamdulillah for everything. Seeking a kind-hearted partner.,177,0,65
682,682,,155,2,80
683,683,Simple person with strong values.,179,3,65
684,684,Family-oriented and career-focused.,152,1,90
685,685,"Love reading, travel and good food.",171,5,80
686,686,Family-oriented and career-focused.,186,2,50
687,687,"Love reading, travel and good food.",166,3,100
688,688,Looking for a sincere life partner.,166,2,90
689,689,Looking for a sincere life partner.,172,2,100
690,690,Family-oriented and career-focused.,167,4,50
691,691,"Love reading, travel and good food.",159,2,65
692,692,,159,2,35
693,693,,171,2,100
694,694,,180,5,65
695,695,,168,0,80
696,696,Simple person with strong values.,184,4,80
697,697,Looking for a sincere life partner.,165,1,35
698,698,Looking for a sincere life partner.,168,6,80
699,699,Alhamdulillah for everything. Seeking a kind-hearted partner.,152,1,90
700,700,Family-oriented and career-focused.,166,3,80
701,701,"Love reading, travel and good food.",167,3,80
702,702,Family-oriented and career-focused.,164,6,80
703,703,Alhamdulillah for everything. Seeking a kind-hearted partner.,177,2,35
704,704,Simple person with strong values.,183,2,50
705,705,Alhamdulillah for everything. Seeking a kind-hearted partner.,162,3,100
706,706,Alhamdulillah for everything. Seeking a kind-hearted partner.,159,5,65
707,707,Looking for a sincere life partner.,187,5,65
708,708,Simple person with strong values.,165,4,100
709,709,"Love reading, travel and good food.",169,1,65
710,710,Simple person with strong values.,166,1,35
711,711,"Love reading, travel and good food.",152,2,35
712,712,,181,6,90
713,713,Simple person with strong values.,168,3,65
714,714,Simple person with strong values.,187,1,90
715,715,Simple person with strong values.,180,2,90
716,716,Alhamdulillah for everything. Seeking a kind-hearted partner.,157,4,65
717,717,Looking for a sincere life partner.,175,4,80
718,718,Family-oriented and career-focused.,159,3,100
719,719,Family-oriented and career-focused.,170,3,65
720,720,Family-oriented and career-focused.,178,3,90
721,721,,150,3,90
722,722,"Love reading, travel and good food.",166,2,90
723,723,Alhamdulillah for everything. Seeking a kind-hearted partner.,188,0,80
724,724,Looking for a sincere life partner.,166,2,90
725,725,Simple person with strong values.,160,3,80
726,726,Simple person with strong values.,165,4,65
727,727,,185,5,80
728,728,Alhamdulillah for everything. Seeking a kind-hearted partner.,178,0,90
729,729,Family-oriented and career-focused.,181,5,65
730,730,Alhamdulillah for everything. Seeking a kind-hearted partner.,157,4,65
731,731,,173,4,65
732,732,Looking for a sincere life partner.,150,3,80
733,733,Alhamdulillah for everything. Seeking a kind-hearted partner.,182,2,35
734,734,"Love reading, travel and good food.",169,0,90
735,735,,171,0,65
736,736,Looking for a sincere life partner.,183,3,80
737,737,"Love reading, travel and good food.",169,0,100
738,738,Family-oriented and career-focused.,169,2,80
739,739,"Love reading, travel and good food.",185,2,65
740,740,Alhamdulillah for everything. Seeking a kind-hearted partner.,187,1,80
741,741,,170,3,80
742,742,,167,4,35
743,743,Looking for a sincere life partner.,181,4,50
744,744,,171,3,80
745,745,"Love reading, travel and good food.",184,1,90
746,746,Looking for a sincere life partner.,170,1,65
747,747,Looking for a sincere life partner.,165,5,90
748,748,Simple person with strong values.,156,6,100
749,749,Alhamdulillah for everything. Seeking a kind-hearted partner.,153,4,100
750,750,Simple person with strong values.,173,4,80
751,751,Family-oriented and career-focused.,172,1,90
752,752,Simple person with strong values.,172,1,90
753,753,,171,4,35
754,754,Alhamdulillah for everything. Seeking a kind-hearted partner.,158,3,100
755,755,"Love reading, travel and good food.",173,3,80
756,756,Simple person with strong values.,184,0,100
757,757,,160,1,100
758,758,Looking for a sincere life partner.,175,5,80
759,759,"Love reading, travel and good food.",176,3,80
760,760,Alhamdulillah for everything. Seeking a kind-hearted partner.,187,2,90
761,761,"Love reading, travel and good food.",165,2,50
762,762,Looking for a sincere life partner.,181,2,90
763,763,Family-oriented and career-focused.,167,0,65
764,764,Looking for a sincere life partner.,153,1,65
765,765,Simple person with strong values.,153,1,100
766,766,Simple person with strong values.,186,2,80
767,767,,181,5,90
768,768,Family-oriented and career-focused.,168,5,50
769,769,,157,5,80
770,770,Simple person with strong values.,157,5,100
771,771,"Love reading, travel and good food.",180,2,80
772,772,Looking for a sincere life partner.,168,6,100
773,773,,182,6,65
774,774,Family-oriented and career-focused.,169,6,50
775,775,Family-oriented and career-focused.,188,2,35
776,776,"Love reading, travel and good food.",150,1,35
777,777,Looking for a sincere life partner.,153,6,90
778,778,"Love reading, travel and good food.",174,3,90
779,779,Family-oriented and career-focused.,157,2,65
780,780,Family-oriented and career-focused.,170,3,50
781,781,Simple person with strong values.,171,3,65
782,782,,174,2,35
783,783,,180,0,65
784,784,,157,2,100
785,785,Family-oriented and career-focused.,181,5,80
786,786,"Love reading, travel and good food.",153,0,80
787,787,Family-oriented and career-focused.,170,3,65
788,788,"Love reading, travel and good food.",169,2,80
789,789,Simple person with strong values.,182,3,90
790,790,Simple person with strong values.,157,2,65
791,791,,175,5,65
792,792,Looking for a sincere life partner.,188,2,80
793,793,Alhamdulillah for everything. Seeking a kind-hearted partner.,180,1,100
794,794,Looking for a sincere life partner.,167,4,90
795,795,,168,3,65
796,796,Family-oriented and career-focused.,157,3,90
797,797,Looking for a sincere life partner.,171,1,80
798,798,,152,0,100
799,799,Family-oriented and career-focused.,180,0,50
800,800,Looking for a sincere life partner.,167,5,65
801,801,Looking for a sincere life partner.,176,3,90
802,802,Simple person with strong values.,177,2,90
803,803,"Love reading, travel and good food.",154,2,80
804,804,Simple person with strong values.,154,0,80
805,805,,175,3,80
806,806,Family-oriented and career-focused.,175,2,100
807,807,Looking for a sincere life partner.,164,1,90
808,808,,155,4,35
809,809,"Love reading, travel and good food.",161,0,65
810,810,,187,2,100
811,811,"Love reading, travel and good food.",182,4,90
812,812,Simple person with strong values.,178,2,80
813,813,"Love reading, travel and good food.",187,4,90
814,814,Family-oriented and career-focused.,164,0,65
815,815,,151,3,100
816,816,,161,4,80
817,817,Family-oriented and career-focused.,173,0,90
818,818,Simple person with strong values.,185,3,80
819,819,Looking for a sincere life partner.,172,0,100
820,820,Looking for a sincere life partner.,170,2,80
821,821,Alhamdulillah for everything. Seeking a kind-hearted partner.,166,0,35
822,822,Simple person with strong values.,173,6,65
823,823,Looking for a sincere life partner.,166,0,100
824,824,Alhamdulillah for everything. Seeking a kind-hearted partner.,151,2,65
825,825,"Love reading, travel and good food.",169,4,65
826,826,,182,2,65
827,827,"Love reading, travel and good food.",165,3,50
828,828,Family-oriented and career-focused.,174,2,80
829,829,,167,3,90
830,830,Looking for a sincere life partner.,169,0,80
831,831,Looking for a sincere life partner.,155,4,65
832,832,Simple person with strong values.,170,0,90
833,833,"Love reading, travel and good food.",161,0,65
834,834,,160,2,90
835,835,Simple person with strong values.,152,0,80
836,836,Alhamdulillah for everything. Seeking a kind-hearted partner.,173,5,100
837,837,Family-oriented and career-focused.,171,5,90
838,838,Family-oriented and career-focused.,153,4,50
839,839,Alhamdulillah for everything. Seeking a kind-hearted partner.,172,2,35
840,840,Alhamdulillah for everything. Seeking a kind-hearted partner.,176,0,80
841,841,"Love reading, travel and good food.",174,2,65
842,842,Family-oriented and career-focused.,170,2,65
843,843,Family-oriented and career-focused.,186,3,90
844,844,,152,4,100
845,845,Simple person with strong values.,170,4,100
846,846,,169,1,80
847,847,"Love reading, travel and good food.",188,0,100
848,848,,159,5,80
849,849,Looking for a sincere life partner.,174,3,65
850,850,,175,5,65
851,851,"Love reading, travel and good food.",177,1,90
852,852,"Love reading, travel and good food.",167,3,35
853,853,Alhamdulillah for everything. Seeking a kind-hearted partner.,180,2,80
854,854,Simple person with strong values.,180,5,80
855,855,Looking for a sincere life partner.,171,2,65
856,856,"Love reading, travel and good food.",169,0,80
857,857,"Love reading, travel and good food.",168,3,65
858,858,,163,2,90
859,859,"Love reading, travel and good food.",177,0,50
860,860,,156,1,90
861,861,"Love reading, travel and good food.",169,1,80
862,862,Looking for a sincere life partner.,183,3,65
863,863,Looking for a sincere life partner.,164,0,65
864,864,Family-oriented and career-focused.,185,4,90
865,865,Alhamdulillah for everything. Seeking a kind-hearted partner.,185,3,90
866,866,Alhamdulillah for everything. Seeking a kind-hearted partner.,173,6,100
867,867,Simple person with strong values.,168,5,90
868,868,,164,0,100
869,869,Looking for a sincere life partner.,188,2,100
870,870,Looking for a sincere life partner.,173,3,90
871,871,"Love reading, travel and good food.",187,2,90
872,872,Family-oriented and career-focused.,169,3,100
873,873,,173,3,65
874,874,Alhamdulillah for everything. Seeking a kind-hearted partner.,188,2,90
875,875,Family-oriented and career-focused.,186,5,90
876,876,Simple person with strong values.,155,0,80
877,877,,175,4,90
878,878,Alhamdulillah for everything. Seeking a kind-hearted partner.,155,1,80
879,879,Alhamdulillah for everything. Seeking a kind-hearted partner.,187,2,65
880,880,,166,3,100
881,881,Simple person with strong values.,182,5,100
882,882,,170,5,35
883,883,,178,5,80
884,884,Alhamdulillah for everything. Seeking a kind-hearted partner.,185,2,100
885,885,"Love reading, travel and good food.",173,6,90
886,886,Simple person with strong values.,159,0,100
887,887,,169,5,80
888,888,Alhamdulillah for everything. Seeking a kind-hearted partner.,157,4,65
889,889,Alhamdulillah for everything. Seeking a kind-hearted partner.,173,6,80
890,890,Alhamdulillah for everything. Seeking a kind-hearted partner.,167,1,90
891,891,Alhamdulillah for everything. Seeking a kind-hearted partner.,183,5,65
892,892,Looking for a sincere life partner.,170,2,35
893,893,"Love reading, travel and good food.",163,0,80
894,894,Alhamdulillah for everything. Seeking a kind-hearted partner.,169,4,35
895,895,Simple person with strong values.,167,5,80
896,896,Alhamdulillah for everything. Seeking a kind-hearted partner.,169,2,50
897,897,Family-oriented and career-focused.,178,4,65
898,898,Looking for a sincere life partner.,159,0,65
899,899,"Love reading, travel and good food.",168,3,50
900,900,Simple person with strong values.,187,2,65
901,901,Looking for a sincere life partner.,157,3,80
902,902,,169,2,100
903,903,Looking for a sincere life partner.,168,4,35
904,904,,156,3,100
905,905,,166,3,65
906,906,"Love reading, travel and good food.",178,2,65
907,907,,174,3,65
908,908,Simple person with strong values.,180,5,80
909,909,Alhamdulillah for everything. Seeking a kind-hearted partner.,159,4,65
910,910,Simple person with strong values.,170,0,65
911,911,Alhamdulillah for everything. Seeking a kind-hearted partner.,188,3,50
912,912,,167,3,90
913,913,Looking for a sincere life partner.,177,6,65
914,914,Alhamdulillah for everything. Seeking a kind-hearted partner.,171,3,50
915,915,"Love reading, travel and good food.",185,1,80
916,916,,177,4,90
917,917,Family-oriented and career-focused.,180,4,100
918,918,Simple person with strong values.,181,5,35
919,919,,155,6,80
920,920,Simple person with strong values.,181,3,80
921,921,Simple person with strong values.,184,0,65
922,922,"Love reading, travel and good food.",155,6,65
923,923,,170,2,90
924,924,"Love reading, travel and good food.",165,0,35
925,925,Looking for a sincere life partner.,150,3,50
926,926,Simple person with strong values.,152,1,90
927,927,Family-oriented and career-focused.,179,2,80
928,928,Alhamdulillah for everything. Seeking a kind-hearted partner.,168,1,65
929,929,Family-oriented and career-focused.,165,2,100
930,930,Looking for a sincere life partner.,171,4,80
931,931,Family-oriented and career-focused.,176,6,50
932,932,Looking for a sincere life partner.,157,4,90
933,933,Simple person with strong values.,171,3,50
934,934,Looking for a sincere life partner.,179,5,100
935,935,Looking for a sincere life partner.,165,4,90
936,936,Family-oriented and career-focused.,179,1,80
937,937,Looking for a sincere life partner.,170,5,100
938,938,Simple person with strong values.,153,3,80
939,939,,167,6,80
940,940,,155,1,90
941,941,Looking for a sincere life partner.,173,2,65
942,942,"Love reading, travel and good food.",177,2,80
943,943,,170,2,50
944,944,"Love reading, travel and good food.",158,4,90
945,945,"Love reading, travel and good food.",165,4,35
946,946,,151,2,50
947,947,Looking for a sincere life partner.,175,4,80
948,948,Alhamdulillah for everything. Seeking a kind-hearted partner.,160,0,100
949,949,Family-oriented and career-focused.,180,4,90
950,950,Alhamdulillah for everything. Seeking a kind-hearted partner.,158,6,80
951,951,Simple person with strong values.,178,2,80
952,952,Simple person with strong values.,175,3,35
953,953,Simple person with strong values.,173,2,65
954,954,Simple person with strong values.,166,4,90
955,955,Alhamdulillah for everything. Seeking a kind-hearted partner.,163,2,65
956,956,Family-oriented and career-focused.,168,3,80
957,957,"Love reading, travel and good food.",168,5,50
958,958,"Love reading, travel and good food.",151,0,35
959,959,Simple person with strong values.,165,2,80
960,960,Alhamdulillah for everything. Seeking a kind-hearted partner.,167,4,65
961,961,,175,2,90
962,962,,167,5,65
963,963,Simple person with strong values.,169,4,90
964,964,Looking for a sincere life partner.,180,3,35
965,965,,176,0,90
966,966,"Love reading, travel and good food.",157,4,100
967,967,Simple person with strong values.,170,5,100
968,968,Family-oriented and career-focused.,179,2,80
969,969,Looking for a sincere life partner.,183,2,100
970,970,Alhamdulillah for everything. Seeking a kind-hearted partner.,165,4,35
971,971,Alhamdulillah for everything. Seeking a kind-hearted partner.,185,3,100
972,972,"Love reading, travel and good food.",172,3,90
973,973,Alhamdulillah for everything. Seeking a kind-hearted partner.,172,2,90
974,974,Simple person with strong values.,186,1,80
975,975,Looking for a sincere life partner.,167,4,80
976,976,Alhamdulillah for everything. Seeking a kind-hearted partner.,167,2,100
977,977,Looking for a sincere life partner.,187,0,80
978,978,Family-oriented and career-focused.,180,3,100
979,979,Looking for a sincere life partner.,176,3,80
980,980,Looking for a sincere life partner.,180,2,80
981,981,Family-oriented and career-focused.,187,4,50
982,982,Looking for a sincere life partner.,172,2,35
983,983,Family-oriented and career-focused.,170,1,50
984,984,"Love reading, travel and good food.",155,3,65
985,985,,178,3,100
986,986,"Love reading, travel and good food.",187,4,50
987,987,Simple person with strong values.,186,3,90
988,988,Alhamdulillah for everything. Seeking a kind-hearted partner.,174,3,90
989,989,Family-oriented and career-focused.,167,4,50
990,990,Looking for a sincere life partner.,177,3,80
991,991,"Love reading, travel and good food.",188,3,50
992,992,,165,0,35
993,993,,162,1,35
994,994,Family-oriented and career-focused.,185,3,65
995,995,,176,3,100
996,996,Looking for a sincere life partner.,169,2,100
997,997,Alhamdulillah for everything. Seeking a kind-hearted partner.,167,1,80
998,998,Alhamdulillah for everything. Seeking a kind-hearted partner.,176,6,90
999,999,,177,0,90
1000,1000,,172,2,80
1001,1001,,169,3,50
1002,1002,"Love reading, travel and good food.",173,6,100
1003,1003,Looking for a sincere life partner.,162,3,80
1004,1004,,179,5,100
1005,1005,Looking for a sincere life partner.,182,5,80
1006,1006,Simple person with strong values.,156,5,90
1007,1007,Alhamdulillah for everything. Seeking a kind-hearted partner.,151,2,80
1008,1008,Family-oriented and career-focused.,181,5,90
1009,1009,Looking for a sincere life partner.,183,4,65
1010,1010,Simple person with strong values.,151,5,90
1011,1011,"Love reading, travel and good food.",150,4,100
1012,1012,,165,2,80
1013,1013,Simple person with strong values.,186,3,35
1014,1014,"Love reading, travel and good food.",174,6,80
1015,1015,Family-oriented and career-focused.,175,0,80
1016,1016,"Love reading, travel and good food.",154,3,50
1017,1017,Simple person with strong values.,179,1,50
1018,1018,,186,0,100
1019,1019,,166,1,80
1020,1020,,160,2,80
1021,1021,Looking for a sincere life partner.,182,3,50
1022,1022,Family-oriented and career-focused.,174,3,80
1023,1023,Simple person with strong values.,165,2,50
1024,1024,"Love reading, travel and good food.",176,2,65
1025,1025,,176,1,65
1026,1026,Looking for a sincere life partner.,173,5,80
1027,1027,Simple person with strong values.,180,0,65
1028,1028,,171,3,90
1029,1029,Looking for a sincere life partner.,181,3,65
1030,1030,,167,1,35
1031,1031,,187,0,65
1032,1032,,166,4,65
1033,1033,"Love reading, travel and good food.",160,5,65
1034,1034,"Love reading, travel and good food.",154,1,90
1035,1035,"Love reading, travel and good food.",167,2,65
1036,1036,,164,1,80
1037,1037,Family-oriented and career-focused.,169,5,80
1038,1038,,162,2,50
1039,1039,Family-oriented and career-focused.,166,2,90
1040,1040,Family-oriented and career-focused.,168,3,65
1041,1041,Simple person with strong values.,152,3,90
1042,1042,Alhamdulillah for everything. Seeking a kind-hearted partner.,183,2,65
1043,1043,Family-oriented and career-focused.,171,6,65
1044,1044,Simple person with strong values.,187,5,100
1045,1045,,172,6,65
1046,1046,Looking for a sincere life partner.,178,2,90
1047,1047,Looking for a sincere life partner.,183,5,65
1048,1048,Looking for a sincere life partner.,157,3,80
1049,1049,Alhamdulillah for everything. Seeking a kind-hearted partner.,168,4,65
1050,1050,Family-oriented and career-focused.,171,1,65
1051,1051,Family-oriented and career-focused.,156,4,80
1052,1052,"Love reading, travel and good food.",172,2,90
1053,1053,Family-oriented and career-focused.,175,3,65
1054,1054,Family-oriented and career-focused.,150,4,80
1055,1055,,163,2,65
1056,1056,,166,4,65
1057,1057,Simple person with strong values.,188,3,80
1058,1058,,178,1,80
1059,1059,Alhamdulillah for everything. Seeking a kind-hearted partner.,161,1,35
1060,1060,Family-oriented and career-focused.,182,1,100
1061,1061,Looking for a sincere life partner.,166,0,90
1062,1062,Simple person with strong values.,168,3,35
1063,1063,Looking for a sincere life partner.,186,3,100
1064,1064,"Love reading, travel and good food.",154,3,80
1065,1065,,185,2,50
1066,1066,Family-oriented and career-focused.,179,3,90
1067,1067,"Love reading, travel and good food.",178,2,35
1068,1068,,162,3,100
1069,1069,,152,1,80
1070,1070,Family-oriented and career-focused.,159,2,80
1071,1071,"Love reading, travel and good food.",158,6,80
1072,1072,"Love reading, travel and good food.",152,1,80
1073,1073,"Love reading, travel and good food.",153,4,100
1074,1074,Looking for a sincere life partner.,179,0,35
1075,1075,Looking for a sincere life partner.,156,3,100
1076,1076,,161,2,100
1077,1077,Looking for a sincere life partner.,164,6,90
1078,1078,,173,3,50
1079,1079,,178,2,65
1080,1080,Family-oriented and career-focused.,187,2,50
1081,1081,"Love reading, travel and good food.",171,4,80
1082,1082,Alhamdulillah for everything. Seeking a kind-hearted partner.,178,2,65
1083,1083,"Love reading, travel and good food.",170,3,90
1084,1084,"Love reading, travel and good food.",157,3,80
1085,1085,"Love reading, travel and good food.",172,1,100
1086,1086,Family-oriented and career-focused.,175,2,50
1087,1087,,188,3,80
1088,1088,,174,0,90
1089,1089,Looking for a sincere life partner.,175,1,90
1090,1090,Simple person with strong values.,156,5,100
1091,1091,,168,4,65
1092,1092,"Love reading, travel and good food.",169,3,100
1093,1093,Looking for a sincere life partner.,173,3,80
1094,1094,Looking for a sincere life partner.,164,2,100
1095,1095,Family-oriented and career-focused.,180,0,65
1096,1096,,165,2,65
1097,1097,Looking for a sincere life partner.,162,4,65
1098,1098,Alhamdulillah for everything. Seeking a kind-hearted partner.,179,1,80
1099,1099,Simple person with strong values.,172,5,65
1100,1100,Simple person with strong values.,169,4,65
1101,1101,Alhamdulillah for everything. Seeking a kind-hearted partner.,173,2,50
1102,1102,Looking for a sincere life partner.,170,6,50
1103,1103,"Love reading, travel and good food.",172,2,80
1104,1104,Simple person with strong values.,150,1,80
1105,1105,Family-oriented and career-focused.,164,3,90
1106,1106,Family-oriented and career-focused.,181,3,90
1107,1107,"Love reading, travel and good food.",182,3,50
1108,1108,Simple person with strong values.,176,2,80
1109,1109,Alhamdulillah for everything. Seeking a kind-hearted partner.,178,5,100
1110,1110,Alhamdulillah for everything. Seeking a kind-hearted partner.,151,2,65
1111,1111,Simple person with strong values.,167,1,90
1112,1112,"Love reading, travel and good food.",152,1,50
1113,1113,Looking for a sincere life partner.,172,3,35
1114,1114,Alhamdulillah for everything. Seeking a kind-hearted partner.,188,2,65
1115,1115,Looking for a sincere life partner.,177,3,80
1116,1116,Looking for a sincere life partner.,174,3,100
1117,1117,Looking for a sincere life partner.,150,2,65
1118,1118,Simple person with strong values.,186,2,100
1119,1119,Looking for a sincere life partner.,157,3,80
1120,1120,,173,1,90
1121,1121,Family-oriented and career-focused.,180,5,35
1122,1122,Family-oriented and career-focused.,185,2,90
1123,1123,Alhamdulillah for everything. Seeking a kind-hearted partner.,168,4,90
1124,1124,Family-oriented and career-focused.,166,1,80
1125,1125,Alhamdulillah for everything. Seeking a kind-hearted partner.,162,3,50
1126,1126,"Love reading, travel and good food.",164,4,80
1127,1127,,167,5,50
1128,1128,,171,0,50
1129,1129,,166,2,50
1130,1130,,164,5,65
1131,1131,,174,3,90
1132,1132,Alhamdulillah for everything. Seeking a kind-hearted partner.,163,4,100
1133,1133,,166,6,65
1134,1134,Simple person with strong values.,180,0,100
1135,1135,Simple person with strong values.,165,4,100
1136,1136,"Love reading, travel and good food.",171,3,80
1137,1137,"Love reading, travel and good food.",176,3,65
1138,1138,Simple person with strong values.,188,4,90
1139,1139,"Love reading, travel and good food.",175,4,90
1140,1140,Looking for a sincere life partner.,155,5,50
1141,1141,Looking for a sincere life partner.,158,5,65
1142,1142,Alhamdulillah for everything. Seeking a kind-hearted partner.,169,3,65
1143,1143,Family-oriented and career-focused.,185,1,90
1144,1144,Simple person with strong values.,169,2,80
1145,1145,,163,5,90
1146,1146,,159,0,100
1147,1147,,165,1,80
1148,1148,"Love reading, travel and good food.",177,3,90
1149,1149,,188,1,90
1150,1150,Looking for a sincere life partner.,168,2,80
1151,1151,,186,0,80
1152,1152,Simple person with strong values.,179,6,80
1153,1153,Family-oriented and career-focused.,170,0,80
1154,1154,"Love reading, travel and good food.",169,1,65
1155,1155,,176,3,90
1156,1156,"Love reading, travel and good food.",155,0,65
1157,1157,"Love reading, travel and good food.",176,3,65
1158,1158,Family-oriented and career-focused.,166,2,100
1159,1159,Looking for a sincere life partner.,177,4,100
1160,1160,Simple person with strong values.,172,2,90
1161,1161,"Love reading, travel and good food.",179,4,80
1162,1162,Family-oriented and career-focused.,170,3,80
1163,1163,Alhamdulillah for everything. Seeking a kind-hearted partner.,159,3,90
1164,1164,,158,3,90
1165,1165,,171,4,50
1166,1166,Looking for a sincere life partner.,166,4,50
1167,1167,Looking for a sincere life partner.,174,6,80
1168,1168,Alhamdulillah for everything. Seeking a kind-hearted partner.,175,6,80
1169,1169,Alhamdulillah for everything. Seeking a kind-hearted partner.,171,0,35
1170,1170,"Love reading, travel and good food.",165,2,80
1171,1171,Family-oriented and career-focused.,165,2,65
1172,1172,Simple person with strong values.,179,4,100
1173,1173,Simple person with strong values.,171,3,35
1174,1174,Looking for a sincere life partner.,165,2,80
1175,1175,Family-oriented and career-focused.,180,2,100
1176,1176,Simple person with strong values.,180,1,100
1177,1177,"Love reading, travel and good food.",156,2,90
1178,1178,Looking for a sincere life partner.,177,5,65
1179,1179,"Love reading, travel and good food.",158,3,65
1180,1180,,166,3,90
1181,1181,Family-oriented and career-focused.,183,2,50
1182,1182,Alhamdulillah for everything. Seeking a kind-hearted partner.,184,5,65
1183,1183,"Love reading, travel and good food.",160,2,80
1184,1184,"Love reading, travel and good food.",159,5,100
1185,1185,Simple person with strong values.,168,4,50
1186,1186,Alhamdulillah for everything. Seeking a kind-hearted partner.,171,3,90
1187,1187,Family-oriented and career-focused.,152,3,90
1188,1188,,175,5,80
1189,1189,Alhamdulillah for everything. Seeking a kind-hearted partner.,178,2,80
1190,1190,Looking for a sincere life partner.,169,5,90
1191,1191,Alhamdulillah for everything. Seeking a kind-hearted partner.,170,2,80
1192,1192,"Love reading, travel and good food.",183,4,90
1193,1193,Looking for a sincere life partner.,179,2,80
1194,1194,Looking for a sincere life partner.,160,5,90
1195,1195,Looking for a sincere life partner.,156,2,65
1196,1196,,165,2,80
1197,1197,Alhamdulillah for everything. Seeking a kind-hearted partner.,170,3,100
1198,1198,Alhamdulillah for everything. Seeking a kind-hearted partner.,171,2,90
1199,1199,Family-oriented and career-focused.,162,2,80
1200,1200,Family-oriented and career-focused.,169,0,90
1201,1201,Simple person with strong values.,161,4,65
1202,1202,Looking for a sincere life partner.,165,2,80
1203,1203,Simple person with strong values.,171,5,65
1204,1204,Looking for a sincere life partner.,170,3,80
1205,1205,"Love reading, travel and good food.",186,6,90
1206,1206,Simple person with strong values.,185,4,80
1207,1207,,165,6,90
1208,1208,Alhamdulillah for everything. Seeking a kind-hearted partner.,154,6,35
1209,1209,Family-oriented and career-focused.,161,4,80
1210,1210,Alhamdulillah for everything. Seeking a kind-hearted partner.,160,0,90
1211,1211,Looking for a sincere life partner.,182,3,50
1212,1212,,150,0,80
1213,1213,Looking for a sincere life partner.,164,3,80
1214,1214,Simple person with strong values.,158,2,100
1215,1215,Alhamdulillah for everything. Seeking a kind-hearted partner.,152,4,90
1216,1216,,165,4,35
1217,1217,Looking for a sincere life partner.,173,4,35
1218,1218,Simple person with strong values.,170,2,65
1219,1219,Alhamdulillah for everything. Seeking a kind-hearted partner.,159,5,90
1220,1220,Alhamdulillah for everything. Seeking a kind-hearted partner.,177,5,90
1221,1221,Alhamdulillah for everything. Seeking a kind-hearted partner.,183,6,50
1222,1222,Alhamdulillah for everything. Seeking a kind-hearted partner.,166,3,80
1223,1223,Looking for a sincere life partner.,154,3,65
1224,1224,Family-oriented and career-focused.,178,1,90
1225,1225,Alhamdulillah for everything. Seeking a kind-hearted partner.,170,5,90
